"Program","Year","Period","Geo.Level","State","State.ANSI","Market","Measure","Unit","Domain","Chemical","Code","Value","CV...."
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","HERBICIDE","FLUMIOXAZIN",129034,2.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","HERBICIDE","OXYFLUORFEN",111601,1.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","HERBICIDE","PENDIMETHALIN",108501,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ABAMECTIN",122804,2.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ACEQUINOCYL",6329,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ACETAMIPRID",99050,1.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","AZADIRACHTIN",121701,2.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BIFENAZATE",586,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BIFENTHRIN",128825,3.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BT KURSTAK ABTS-1857",6523,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BT KURSTAKI ABTS-351",6522,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BT KURSTAKI SA-11",6519,1.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BT SUB AIZAWAI GC-91",6426,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,1.8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,1.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CYFLUMETOFEN",138831,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ETOXAZOLE",107091,4.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FENPROPATHRIN",127901,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FENPYROXIMATE",129131,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FLONICAMID",128016,1.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,2.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","HEXYTHIAZOX",128849,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","IMIDACLOPRID",129099,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","MALATHION",57701,2.8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,1.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NALED",34401,1.8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NEEM OIL",25006,3.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NOVALURON",124002,3.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,1.8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","PYRETHRINS",69001,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","PYRIPROXYFEN",129032,1.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINETORAM",110007,1.6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINOSAD",110003,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPIROMESIFEN",24875,1.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SULFOXAFLOR",5210,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","THIAMETHOXAM",60109,2.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","CHLOROPICRIN",81501,1.4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","DICHLOROPROPENE",29001,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","FLUTRIAFOL",128940,1.7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","IRON PHOSPHATE",34903,1.5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","METAM-POTASSIUM",39002,1.1,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","METAM-SODIUM",39003,1.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","REYNOUTRIA SACHALINE",55809,1.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","NITROGEN",NA,9.9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","PHOSPHATE",NA,11.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","POTASH",NA,14.3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","SULFUR",NA,8.2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","AZOXYSTROBIN",128810,34,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,26,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BACILLUS SUBTILIS",6479,8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BLAD",30006,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BORAX DECAHYDRATE",11102,18,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BOSCALID",128008,34,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CAPTAN",81301,76,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYFLUFENAMID",555550,30,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYPRODINIL",288202,61,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","DIFENOCONAZOLE",128847,10,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FENHEXAMID",90209,36,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUDIOXONIL",71503,61,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUOPYRAM",80302,48,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUXAPYROXAD",138009,30,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FOSETYL-AL",123301,5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MEFENOXAM",113502,21,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MYCLOBUTANIL",128857,56,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PENTHIOPYRAD",90112,31,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,26,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","POTASSIUM BICARBON.",73508,11,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PROPICONAZOLE",122101,25,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,65,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRIMETHANIL",288201,29,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","QUINOLINE",55459,51,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","SULFUR",77501,72,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TETRACONAZOLE",120603,30,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIRAM",79801,50,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TOTAL",NA,93,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,50,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TRIFLUMIZOLE",128879,37,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","CARFENTRAZONE-ETHYL",128712,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","FLUMIOXAZIN",129034,14,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","OXYFLUORFEN",111601,9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","PENDIMETHALIN",108501,8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","TOTAL",NA,20,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ABAMECTIN",122804,35,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACEQUINOCYL",6329,32,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACETAMIPRID",99050,42,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","AZADIRACHTIN",121701,25,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENAZATE",586,51,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENTHRIN",128825,58,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAK ABTS-1857",6523,43,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI ABTS-351",6522,24,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI SA-11",6519,37,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT SUB AIZAWAI GC-91",6426,5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,44,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,19,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,11,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYFLUMETOFEN",138831,48,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ETOXAZOLE",107091,6,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FENPROPATHRIN",127901,31,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FENPYROXIMATE",129131,9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLONICAMID",128016,57,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,34,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","HEXYTHIAZOX",128849,24,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","IMIDACLOPRID",129099,12,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","MALATHION",57701,28,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,37,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NALED",34401,21,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NEEM OIL",25006,9,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.",25007,18,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NOVALURON",124002,66,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,4,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","PYRETHRINS",69001,8,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","PYRIPROXYFEN",129032,5,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINETORAM",110007,58,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINOSAD",110003,15,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPIROMESIFEN",24875,17,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SULFOXAFLOR",5210,20,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","THIAMETHOXAM",60109,24,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","TOTAL",NA,91,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","CHLOROPICRIN",81501,49,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","DICHLOROPROPENE",29001,23,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","FLUTRIAFOL",128940,25,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","IRON PHOSPHATE",34903,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","METAM-POTASSIUM",39002,3,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","METAM-SODIUM",39003,2,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","REYNOUTRIA SACHALINE",55809,7,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","TOTAL",NA,63,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","NITROGEN",NA,98,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","PHOSPHATE",NA,49,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","POTASH",NA,49,""
"SURVEY",2019,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","SULFUR",NA,30,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,255,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","HERBICIDE","TOTAL",NA,300,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","ABAMECTIN",122804,300,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","ACETAMIPRID",99050,200,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","BIFENAZATE",586,700,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","BIFENTHRIN",128825,300,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","CHLORANTRANILIPROLE",90100,100,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","SPINETORAM",110007,600,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","THIAMETHOXAM",60109,100,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.858,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CAPTAN",81301,2.098,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CYPRODINIL",288202,0.313,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.206,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,1.34,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIRAM",79801,2.036,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ABAMECTIN",122804,0.045,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACETAMIPRID",99050,0.099,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENAZATE",586,0.141,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENTHRIN",128825,0.05,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.058,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NOVALURON",124002,0.065,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","SPINETORAM",110007,0.063,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.054,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","NITROGEN",NA,1,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","PHOSPHATE",NA,1,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","POTASH",NA,2,""
"SURVEY",2019,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","AZOXYSTROBIN",128810,4.123,""
